Sr. No.,Assigned To,Company Name,Website,Website Verified,Scan Completed,Screenshot Taken,Wave Score,Axe Score,LH Score,Screenshot link,Contact Person 1,Designation 1,Email ID 1,Contact Person 2,Designation 2,Email ID 2
"1998","Unassigned","SPML Infra Limited","N/A","No","No","No","1.7 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/SPML_Infra_Limited/screenshots/SPML_Infra_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (SPML Infra Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"1999","Unassigned","Sportking India Limited","N/A","No","No","No","4.2 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Sportking_India_Limited/screenshots/Sportking_India_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Sportking India Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"2000","Unassigned","Shankar Lal Rampal Dye-Chem Limited","N/A","No","No","No","2.3 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Shankar_Lal_Rampal_Dye_Chem_Limited/screenshots/Shankar_Lal_Rampal_Dye_Chem_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Shankar Lal Rampal Dye-Chem Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"2001","Unassigned","Sreeleathers Limited","N/A","No","No","No","1 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Sreeleathers_Limited/screenshots/Sreeleathers_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Sreeleathers Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"2002","Unassigned","SRF Limited","N/A","No","No","No","7.1 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/SRF_Limited/screenshots/SRF_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (SRF Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"2003","Unassigned","SRG Housing Finance Limited","N/A","No","No","No","1 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/SRG_Housing_Finance_Limited/screenshots/SRG_Housing_Finance_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (SRG Housing Finance Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"2004","Unassigned","Sree Rayalaseema Hi-Strength Hypo Limited","N/A","No","No","No","5.5 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Sree_Rayalaseema_Hi_Strength_Hypo_Limited/screenshots/Sree_Rayalaseema_Hi_Strength_Hypo_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Sree Rayalaseema Hi-Strength Hypo Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"2005","Unassigned","SRM Contractors Limited","N/A","No","No","No","1 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/SRM_Contractors_Limited/screenshots/SRM_Contractors_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (SRM Contractors Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"2006","Unassigned","Shree Ram Twistex Limited","N/A","No","No","No","3.9 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Shree_Ram_Twistex_Limited/screenshots/Shree_Ram_Twistex_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Shree Ram Twistex Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"2007","Unassigned","Saraswati Saree Depot Limited","N/A","No","No","No","1 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Saraswati_Saree_Depot_Limited/screenshots/Saraswati_Saree_Depot_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Saraswati Saree Depot Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"2008","Unassigned","Steel Strips Wheels Limited","N/A","No","No","No","1 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Steel_Strips_Wheels_Limited/screenshots/Steel_Strips_Wheels_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Steel Strips Wheels Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"2009","Unassigned","Stallion India Fluorochemicals Limited","N/A","No","No","No","1 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Stallion_India_Fluorochemicals_Limited/screenshots/Stallion_India_Fluorochemicals_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Stallion India Fluorochemicals Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"2010","Unassigned","Stanley Lifestyles Limited","N/A","No","No","No","1 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Stanley_Lifestyles_Limited/screenshots/Stanley_Lifestyles_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Stanley Lifestyles Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"2011","Unassigned","Strides Pharma Science Limited","N/A","No","No","No","2 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Strides_Pharma_Science_Limited/screenshots/Strides_Pharma_Science_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Strides Pharma Science Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"2012","Unassigned","Star Cement Limited","N/A","No","No","No","1 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Star_Cement_Limited/screenshots/Star_Cement_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Star Cement Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"2013","Unassigned","Star Health and Allied Insurance Company Limited","N/A","No","No","No","4.7 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Star_Health_and_Allied_Insurance_Company_Limited/screenshots/Star_Health_and_Allied_Insurance_Company_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Star Health and Allied Insurance Company Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"2014","Unassigned","Star Paper Mills Limited","N/A","No","No","No","2.2 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Star_Paper_Mills_Limited/screenshots/Star_Paper_Mills_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Star Paper Mills Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"2015","Unassigned","Starteck Finance Limited","N/A","No","No","No","7.6 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Starteck_Finance_Limited/screenshots/Starteck_Finance_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Starteck Finance Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"2016","Unassigned","The State Trading Corporation of India Limited","N/A","No","No","No","1.4 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/The_State_Trading_Corporation_of_India_Limited/screenshots/The_State_Trading_Corporation_of_India_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (The State Trading Corporation of India Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"2017","Unassigned","Steelcast Limited","N/A","No","No","No","5.4 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Steelcast_Limited/screenshots/Steelcast_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Steelcast Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"2018","Unassigned","Steel City Securities Limited","N/A","No","No","No","3.4 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Steel_City_Securities_Limited/screenshots/Steel_City_Securities_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Steel City Securities Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"2019","Unassigned","STEEL EXCHANGE INDIA LIMITED","N/A","No","No","No","1.7 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/STEEL_EXCHANGE_INDIA_LIMITED/screenshots/STEEL_EXCHANGE_INDIA_LIMITED_Homepage_WAVE_Overlay.png)","Company Secretary (STEEL EXCHANGE INDIA LIMITED)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"2020","Unassigned","Stel Holdings Limited","N/A","No","No","No","4.9 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Stel_Holdings_Limited/screenshots/Stel_Holdings_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Stel Holdings Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"2021","Unassigned","Sterling Tools Limited","N/A","No","No","No","1 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Sterling_Tools_Limited/screenshots/Sterling_Tools_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Sterling Tools Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"2022","Unassigned","STL Networks Limited","N/A","No","No","No","7.8 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/STL_Networks_Limited/screenshots/STL_Networks_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (STL Networks Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"2023","Unassigned","Sterlite Technologies Limited","N/A","No","No","No","2.6 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Sterlite_Technologies_Limited/screenshots/Sterlite_Technologies_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Sterlite Technologies Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"2024","Unassigned","Stove Kraft Limited","N/A","No","No","No","6.3 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Stove_Kraft_Limited/screenshots/Stove_Kraft_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Stove Kraft Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
